ID,Question,GT_Answer,SKnowGPT,Ranked_KG_output
45,what if i quit taking thyroid medicine,"Thyroid helps control the symptoms of hypothyroidism, but does not cure this condition. It may take up to several weeks before you notice any change in your symptoms. To control the symptoms of hypothyroidism, you probably will need to take thyroid for the rest of your life. Continue to take thyroid even if you feel well. Do not stop taking thyroid without talking to your doctor.","If you quit taking thyroid medicine, it may lead to a worsening of your hypothyroidism symptoms. It is important to consult with your healthcare provider before making any changes to your medication regimen.","['Thyroid  comes as  Tablet', 'Thyroid  may require  Discontinuation if severe side effects occur  Alternative treatments if not effective', 'Thyroid  may cause  Serious side effects', 'Thyroid  should not be taken with  Amphetamines', 'Thyroid  has brand name  Armour® Thyroid', 'Thyroid  used to treat  Hypothyroidism  Goiter', 'Thyroid  should not be used for  Weight loss in people without thyroid condition', 'Patient with overactive thyroid gland  should not take  Cyclobenzaprine', 'Thyroid  also known as  Desiccated thyroid  Thyroid extract  Thyroid gland', 'Medication  should be disposed of through  Medicine take back program']"
46,is pramoxine a nsaid?,Pramoxine is in a class of medications called topical anesthetics. It works by stopping nerves from sending pain signals.,"No, pramoxine is not a NSAID. It belongs to the class of topical anesthetics and is used to relieve itching and pain.","['Pramoxine  has brand name  Fleet  Itch X  Pain Relief  PrameGel  Prax  Tronolane', 'Pramoxine  used to relieve  Itching  Pain', 'Pramoxine  may require  Discontinuation if symptoms persist for more than seven days  Discontinuation if severe side effects occur', 'Pramoxine  should not be applied to  Blistered skin  Damaged skin  Deep wounds  Open wounds', 'Pramoxine  applied to  Affected area', 'Pramoxine  belongs to class  Topical anesthetics', 'Pramoxine  requires  Doctor consultation if allergies exist  Doctor consultation if condition clears up and returns  Doctor consultation if condition worsens  Doctor consultation if gets into eyes  Doctor consultation if ineffective  Doctor consultation if patient has allergies to topical anesthetics  Doctor consultation if patient is pregnant or becomes pregnant  Doctor consultation if pregnant  Doctor consultation if severe side effects occur  Doctor consultation if symptoms persist for more than seven days  Doctor consultation if symptoms return after clearing', 'Pramoxine  may cause side effects  Burning  Dryness  Irritation  Stinging  Swelling  Pain  Redness', 'Pramoxine  part of combination product  Epifoam  Pramosone  Proctofoam', 'Pramoxine  comes as  Spray  Solution  Cream  Foam  Gel  Lotion']"
47,how to group of mebendazole,"Mebendazole is used to treat several types of worm infections. Mebendazole (Vermox) is used to treat roundworm and whipworm infections. Mebendazole (Emverm) is used to treat pinworm, whipworm, roundworm, and hookworm infections. Mebendazole is in a class of medications called anthelmintics. It works by killing the worms.","Mebendazole comes as a chewable tablet. It works by killing worms and belongs to the class of Anthelmintics. Mebendazole should be taken as directed by a doctor, stored at room temperature, and disposed of through a medicine take-back program. It has the brand names Emverm and Vermox. Mebendazole may cause side effects and should not be taken if allergic to its ingredients, allergic to mebendazole, or pregnant. If severe side effects occur, discontinuation may be necessary, and alternative treatments may be considered if it is not effective.","['Mebendazole  works by  killing worms', 'Mebendazole  is in class  Anthelmintics', 'Mebendazole  should be taken as  Directed by doctor', 'Mebendazole  should be disposed of through  Medicine take back program', 'Mebendazole  should be stored at  Room temperature', 'Mebendazole  has brand name  Emverm  Vermox', 'Mebendazole  may require  Discontinuation if severe side effects occur  Alternative treatments if not effective', 'Mebendazole  comes as  Chewable tablet', 'Mebendazole  should not be taken if  Allergic to ingredients  Allergic to mebendazole  Pregnant', 'Mebendazole  may cause  Side effects']"
48,"when used as a rinse, how big should the amount of lidocaine used","Lidocaine viscous comes as a thick liquid and should be shaken well before using. Lidocaine viscous usually is used as needed but not more frequently than every 3 hours, with a maximum of 8 doses in 24 hours. In children under 3 years of age, do not use more frequently than every 3 hours, with a maximum of 4 doses in 12 hours. Follow the directions on your prescription label carefully, and ask your doctor or pharmacist to explain any part you do not understand. Use lidocaine exactly as directed. Do not use more or less of it or use it more often than prescribed by your doctor.","When used as a rinse, the amount of Lidocaine Viscous should be swished around until the pain goes away. It should not be used more frequently than every 3 hours and should be used exactly as directed by a doctor.","['Lidocaine Viscous  should be used  when prescribed by doctor  exactly as directed', 'Lidocaine Viscous  should not be used for  teething pain', 'Lidocaine Viscous  should be gargled  for sore throat', 'Lidocaine Viscous  should be spit out  for sore or irritated mouth', 'Lidocaine Viscous  should be swished around  until pain goes away', 'Lidocaine Viscous  should be placed  in mouth for sore or irritated mouth', 'Lidocaine Viscous  should be shaken  well before using', 'Lidocaine Viscous  should be kept  out of reach of children', 'Lidocaine Viscous  is used as needed  but not more frequently than every 3 hours', 'Lidocaine Viscous  is used to treat  pain of sore or irritated mouth and throat']"
49,how long do you leave bimatoprost ophthalmic,2 to 3 minutes,"Bimatoprost Ophthalmic should be instilled once a day in the evening, as directed by the doctor.","['Bimatoprost Ophthalmic  should be used  As directed by doctor', 'Bimatoprost Ophthalmic  should be instilled  Once a day in the evening', 'Bimatoprost Ophthalmic  should not be used  More often than prescribed', 'Bimatoprost Ophthalmic  may require  Discontinuation if side effects occur', 'Bimatoprost Ophthalmic  should be disposed of through  Medicine take back program', 'Bimatoprost Ophthalmic  should not be used if  Patient is allergic to Bimatoprost', 'Bimatoprost Ophthalmic  comes as  Solution', 'Bimatoprost Ophthalmic  should be stored at  Room temperature', 'Bimatoprost Ophthalmic  lowers  Eye pressure', 'Bimatoprost Ophthalmic  may cause serious side effects  Change in eye color  Darkening of skin around the eye  Eyelash growth  Pink eye  Redness or swelling of the eyelid  Sensitivity to light']"
50,what does flomax medication do?,"Tamsulosin is used in men to treat the symptoms of an enlarged prostate (benign prostatic hyperplasia or BPH) which include difficulty urinating (hesitation, dribbling, weak stream, and incomplete bladder emptying), painful urination, and urinary frequency and urgency. Tamsulosin is in a class of medications called alpha blockers. It works by relaxing the muscles in the prostate and bladder so that urine can flow easily.","Flomax medication, which contains Tamsulosin, belongs to the class of Alpha blockers. It is used to treat symptoms of benign prostatic hyperplasia (BPH) in men. Tamsulosin works by relaxing the muscles in the prostate and bladder, which helps to improve urine flow and reduce symptoms such as difficulty urinating, frequent urination, and urgency. It should be taken once a day, 30 minutes after the same meal each day. Common side effects may include dizziness and drowsiness.","['Tamsulosin  brand name  Flomax®', 'Tamsulosin  comes as  Capsule', 'Tamsulosin  should not be taken by  Women', 'Tamsulosin  requires  avoiding driving or operating machinery if drowsy or dizzy  informing doctor of prostate cancer or liver/kidney disease  informing healthcare provider of all medications', 'Tamsulosin  brand name of combination product  Jalyn®', 'Tamsulosin  should not be taken with  Cimetidine', 'Tamsulosin  may require  alternative treatments if not effective  discontinuation if severe side effects occur', 'Tamsulosin  should be taken  30 minutes after the same meal each day  once a day', 'Tamsulosin  belongs to class  Alpha blockers', 'Tamsulosin  may cause  Dizziness  Drowsiness']"
51,what pills are not compatible with hydrocodone,"Taking certain medications or stopping treatment with certain other medications while you are taking hydrocodone may increase the risk that you will experience breathing problems, sedation, coma, or other serious, life-threatening side effects. Tell your doctor if you are taking, plan to take or plan to stop taking any of the following medications: certain antifungal medications including itraconazole (Onmel, Sporanox), ketoconazole (Extina, Nizoral, Xolegel), and voriconazole (Vfend); benzodiazepines such as alprazolam (Xanax), chlordiazepoxide (Librium), clonazepam (Klonopin), diazepam (Diastat, Valium), estazolam, flurazepam, lorazepam (Ativan), oxazepam, temazepam (Restoril), and triazolam (Halcion); carbamazepine (Carbatrol, Epitol, Equetro, Tegretol, others); cimetidine; clarithromycin (Biaxin, in Prevpac); erythromycin (E.E.S., Erythromycin, others); other narcotic pain medications; medications for mental illness or nausea; certain medications for human immunodeficiency virus (HIV) including ritonavir (Norvir, in Kaletra, in Viekira Pak); muscle relaxants; phenytoin (Dilantin, Phenytek); rifampin (Rifadin, Rimactane, in Rifamate, in Rifater); sedatives; sleeping pills; or tranquilizers.",Hydrocodone may interact with other medications causing serious side effects.,"['Hydrocodone  should not be  Crushed broken or chewed', 'Hydrocodone  should be taken  Exactly as directed by doctor', 'Hydrocodone  should be stored  In a safe place out of reach of children', 'Hydrocodone  should be disposed  Through a take back program if no longer needed', 'Hydrocodone  can be  Habit forming with prolonged use', 'Hydrocodone  may interact  With other medications causing serious side effects', 'Hydrocodone  may require  Discontinuation if severe side effects occur', 'Hydrocodone  should not be taken  By breastfeeding mothers  With alcohol or street drugs', 'Hydrocodone  may decrease  Fertility in men and women', 'Hydrocodone  may cause  Constipation  Drowsiness and dizziness  Slowed or stopped breathing  Withdrawal symptoms if stopped abruptly']"
52,how to stop taking trazodone,"Do not stop taking trazodone without talking to your doctor. If you suddenly stop taking trazodone, you may experience withdrawal symptoms such as anxiety, agitation, or difficulty falling asleep or staying asleep. Your doctor will probably decrease your dose gradually.","To stop taking trazodone, it is important to gradually decrease the dose to avoid withdrawal symptoms. Abruptly stopping trazodone can lead to withdrawal symptoms. It is recommended to consult with a healthcare provider for guidance on tapering off the medication safely.","['Withdrawal symptoms  require  Gradual dose decrease', 'Antidepressants  may cause  Suicidal thoughts in young people', 'Specific dosage  ensures  Effectiveness of Ciprofloxacin and Dexamethasone Otic  Effectiveness of Tocilizumab Injection  Effectiveness  effectiveness of Lidocaine Viscous']"
53,how to give insulin,Insulin comes as a solution (liquid) and a suspension (liquid with particles that will settle on standing) to be injected subcutaneously (under the skin). Insulin is usually injected several times a day … [whole section],"To give insulin, you will need needles, syringes, cartridges, prefilled disposable dosing devices, or vials containing Human Insulin Injection. This type of insulin is administered by subcutaneous injection. Make sure the insulin appears clear and not cloudy or clumpy before use. Human Insulin Injection is used to control blood sugar in patients with Type 1 or Type 2 Diabetes. It should not be used if severe side effects occur, and alternative treatments may be necessary. Human Insulin Injection is not compatible with alcohol, niacin, or salicylates.","['Human Insulin Injection  should not be used if  Insulin appears cloudy or clumpy', 'Human Insulin Injection  may require  Discontinuation if severe side effects occur  Alternative treatments if not effective', 'Human Insulin Injection  requires  Needles  Syringes', 'Human Insulin Injection  comes in  Cartridges  Prefilled Disposable Dosing Devices  Vials', 'Human Insulin Injection  controls  Blood Sugar', 'Human Insulin Injection  belongs to class  Hormones', 'Human Insulin Injection  administered by  Intravenous Injection  Subcutaneous Injection', 'Human Insulin Injection  prescribed for  Type 1 Diabetes  Type 2 Diabetes', 'Human Insulin Injection  has brand names  Humulin 50/50  Humulin 70/30  Humulin N  Humulin R U 500  Humulin R  Myxredlin  Novolin 70/30  Novolin N  Novolin R', 'Human Insulin Injection  not compatible with  Alcohol  Niacin  Salicylates']"
54,why is losartin prescribed rather than a calcium channel blocker.,"Losartan is in a class of medications called angiotensin II receptor antagonists. It works by blocking the action of certain natural substances that tighten the blood vessels, allowing the blood to flow more smoothly and the heart to pump more efficiently.","Losartan is prescribed rather than a calcium channel blocker because it is in the class of angiotensin II receptor antagonists and is used to treat high blood pressure and heart failure. It controls high blood pressure but does not cure it, and may take 3 to 6 weeks for full benefit. Additionally, Losartan should be taken once or twice a day with or without food and should not be flushed down the toilet.","['Calcium channel blockers  relax  Blood vessels', 'Losartan  should not be flushed down  toilet', 'Losartan  controls  high blood pressure but does not cure it', 'Losartan  is used to treat  high blood pressure', 'Losartan  may take  3 to 6 weeks for full benefit', 'Losartan  is also used to treat  heart failure', 'Losartan  is in class of  angiotensin II receptor antagonists', 'Losartan  should be taken  once or twice a day with or without food', 'Losartan  should be disposed of through  medicine take back program', 'Losartan  may interact with  aspirin and NSAIDs  potassium supplements']"
55,"when used as a rinse, how big should the amount of lidocaineof lidocaine used","Lidocaine viscous comes as a thick liquid and should be shaken well before using. Lidocaine viscous usually is used as needed but not more frequently than every 3 hours, with a maximum of 8 doses in 24 hours. In children under 3 years of age, do not use more frequently than every 3 hours, with a maximum of 4 doses in 12 hours. Follow the directions on your prescription label carefully, and ask your doctor or pharmacist to explain any part you do not understand. Use lidocaine exactly as directed. Do not use more or less of it or use it more often than prescribed by your doctor.",The amount of Lidocaine Viscous used as a rinse should be as directed by your doctor. It is important to follow the specific dosage instructions to ensure effectiveness.,"['Lidocaine Viscous  should be used  when prescribed by doctor  exactly as directed', 'Lidocaine Viscous  should not be used for  teething pain', 'Lidocaine Viscous  should be kept  out of reach of children', 'Lidocaine Viscous  requires  specific dosage to ensure effectiveness', 'Lidocaine Viscous  should be swished around  until pain goes away', 'Lidocaine Viscous  should be gargled  for sore throat', 'Lidocaine Viscous  should be spit out  for sore or irritated mouth', 'Lidocaine Viscous  is used as needed  but not more frequently than every 3 hours', 'Lidocaine Viscous  should be placed  in mouth for sore or irritated mouth', 'Lidocaine Viscous  should be shaken  well before using']"
56,how dextroamphetamine works,"Dextroamphetamine is used as part of a treatment program to control symptoms of attention deficit hyperactivity disorder (ADHD; more difficulty focusing, controlling actions, and remaining still or quiet than other people who are the same age) in adults and children. Dextroamphetamine is also used to treat narcolepsy (a sleep disorder that causes excessive daytime sleepiness and sudden attacks of sleep). Dextroamphetamine is in a class of medications called central nervous system stimulants. It works by changing the amounts of certain natural substances in the brain.","Dextroamphetamine is a type of Central Nervous System Stimulant that can be used to treat ADHD and narcolepsy. It should be used as part of an ADHD treatment program. Dextroamphetamine may require discontinuation if severe side effects occur. It comes in extended-release capsules, liquid, and tablet forms. Dextroamphetamine should not be taken with MAO inhibitors, tryptophan, glutamic acid, and other specified medications. Possible side effects of dextroamphetamine include depression, habit formation, heart problems, sudden death in individuals with heart defects, and growth or weight gain issues in children.","['Dextroamphetamine  should be used as part of  ADHD treatment program', 'Dextroamphetamine  is a type of  Central Nervous System Stimulants', 'Dextroamphetamine  may require  discontinuation if severe side effects occur', 'Dextroamphetamine  comes as  Extended release capsule  Liquid  Tablet', 'Dextroamphetamine  can treat  Narcolepsy  ADHD', 'Dextroamphetamine  has brand name  Dexampex  Dexedrine  DextroStat  Ferndex  LiquADD  ProCentra', ""Dextroamphetamine  should not be taken with  MAO inhibitors  Tryptophan  Glutamic acid  Ascorbic acid  Sodium acid phosphate  Sodium bicarbonate  Omeprazole  Diphenhydramine  Loratadine  Fexofenadine  Chlorpheniramine  Cetirizine  St. John's wort"", 'Dextroamphetamine  may cause  Depression  Habit formation  Heart problems  Sudden death in children with heart defects  Sudden death in adults with heart defects  Growth or weight gain issues in children  Seizures']"
57,nitrofurantoin generic for?,"Furadantin® Tablets¶
Furadantin® Oral Suspension
Furalan®¶
Macrobid®
Macrodantin®",Nitrofurantoin is used to treat urinary tract infections.,"['Nitrofurantoin  should be taken  Two or four times a day for at least 7 days', 'Nitrofurantoin  is in class of  Antibiotics', 'Nitrofurantoin  should be stored  In original container at room temperature', 'Nitrofurantoin  is used to treat  Urinary tract infections', 'Nitrofurantoin  should be taken with  Food', 'Nitrofurantoin  may cause  Side effects  False results on urine tests for glucose', 'Medication  may require  discontinuation if side effects occur  Discontinuation if severe side effects occur  Alternative for patients 65 or older', 'Medication  ensures  effectiveness if used as prescribed', 'Medication  should have  Safety caps', 'Medication  should be stored at  Room temperature']"
58,what is vancomycin,"Vancomycin injection is used alone or in combination with other medications to treat certain serious infections such as endocarditis (infection of the heart lining and valves), peritonitis (inflammation of the lining of the abdomen), and infections of the lungs, skin, blood, and bones. Vancomycin injection is in a class of medications called glycopeptide antibiotics. It works by killing bacteria that cause infections.

Antibiotics such as vancomycin injection will not work for colds, flu, or other viral infections. Taking or using antibiotics when they are not needed increases your risk of getting an infection later that resists antibiotic treatment.","Vancomycin Injection is a medication that belongs to the class of Glycopeptide antibiotics. It works by killing bacteria and is used to treat infections such as Endocarditis, Infections of the blood, Infections of the bones, Infections of the lungs, Infections of the skin, and Peritonitis. Vancomycin Injection may be given orally to treat Colitis and requires a specific dosage. It may cause side effects such as chills, fever, nausea, swelling, pain, and redness. Serious side effects may include hearing loss, peeling or blistering of the skin, roaring or ringing in the ears, swelling of the eyes, face, throat, tongue, or lips, dizziness, hoarseness, rash, severe diarrhea, stomach pain, and difficulty breathing. Vancomycin Injection will not work for viral infections, colds, or flu. Antibiotics do not work for viral infections.","['Vancomycin Injection  works by  killing Bacteria', 'Vancomycin Injection  may be given orally to treat  Colitis', 'Vancomycin Injection  requires  Specific dosage', 'Vancomycin Injection  belongs to class  Glycopeptide antibiotics', 'Vancomycin Injection  is used to treat  Endocarditis  Infections of the blood  Infections of the bones  Infections of the lungs  Infections of the skin  Peritonitis', 'Vancomycin Injection  may cause side effects such as  Chills  Fever  Nausea  Swelling  Pain  Redness', 'Vancomycin Injection  may cause serious side effects such as  Hearing loss  Peeling or blistering of the skin  Roaring or ringing in the ears  Swelling of the eyes face throat tongue or lips  Dizziness  Hoarseness  Rash  Severe diarrhea  Stomach pain  Difficulty breathing', 'Vancomycin Injection  will not work for  Viral infections  Colds  Flu', 'Antibiotics  will not work for  Viral infections', 'Antibiotics  do not work for  Colds flu or other viral infections  Viral infections']"
59,at what point do i no longer need cyanocobalamin injection?,"Cyanocobalamin comes as a solution (liquid) to be injected into a muscle or just under the skin. It is usually injected by a healthcare provider in an office or clinic. You will probably receive cyanocobalamin injection once a day for the first 6-7 days of your treatment. As your red blood cells return to normal, you will probably receive the medication every other day for 2 weeks, and then every 3-4 days for 2-3 weeks. After your anemia has been treated, you will probably receive the medication once a month to prevent your symptoms from coming back.

Cyanocobalamin injection will supply you with enough vitamin B12 only as long as you receive injections regularly. You may receive cyanocobalamin injections every month for the rest of your life. Keep all appointments to receive cyanocobalamin injections even if you feel well. If you stop receiving cyanocobalamin injections, your anemia may return and your nerves may be damaged.","You may no longer need cyanocobalamin injection if you experience side effects, have a history of specific conditions, are pregnant, or are consuming alcohol. It is important to consult with your healthcare provider before discontinuing the injections. Cyanocobalamin injection is used to prevent Vitamin B12 deficiency and treat conditions like pernicious anemia and methylmalonic aciduria.","['Cyanocobalamin Injection  requires  Regular injections for effectiveness', 'Cyanocobalamin Injection  may be given to  Unborn babies', 'Cyanocobalamin Injection  should be avoided with  Alcohol', 'Cyanocobalamin Injection  is given as a test for  Vitamin B12 absorption', 'Cyanocobalamin Injection  is used to prevent  Vitamin B12 deficiency', 'Cyanocobalamin Injection  may require  Consultation if pregnant  Consultation if history of specific conditions  Consultation if consuming alcohol  Discontinuation if side effects occur', 'Cyanocobalamin Injection  is used to treat  Pernicious anemia  Methylmalonic aciduria', 'Cyanocobalamin Injection  has brand name  Berubigen  Betalin 12  Cobavite  Redisol  Rubivite  Ruvite  Vi twel  Vibisone', 'Cyanocobalamin Injection  may cause side effect  Diarrhea  Swelling', 'Cyanocobalamin Injection  is injected by  Healthcare provider']"
60,"are you mentally ""i'll"" when you ""take fluoxetine?""","Fluoxetine (Prozac) is used to treat depression, obsessive-compulsive disorder (bothersome thoughts that won't go away and the need to perform certain actions over and over), some eating disorders, and panic attacks (sudden, unexpected attacks of extreme fear and worry about these attacks). Fluoxetine (Sarafem) is used to relieve the symptoms of premenstrual dysphoric disorder, including mood swings, irritability, bloating, and breast tenderness. It is also used along with olanzapine (Zyprexa) to treat depression that did not respond to other medications and episodes of depression in people with bipolar I disorder (manic-depressive disorder; a disease that causes episodes of depression, episodes of mania, and other abnormal moods).","No, taking fluoxetine does not make you mentally ""ill."" Fluoxetine is used to treat depression, obsessive-compulsive disorder, eating disorders, panic attacks, premenstrual dysphoric disorder, and bipolar I disorder. Side effects may include dizziness, drowsiness, and mental health changes. It is important to discontinue fluoxetine if severe side effects occur and to gradually reduce the dose to prevent withdrawal symptoms.","['Fluoxetine  works by  Increasing serotonin', 'Fluoxetine  should be discontinued if  Severe side effects occur', 'Fluoxetine  is used to treat  Depression  Obsessive Compulsive Disorder  Eating Disorders  Panic Attacks  Premenstrual Dysphoric Disorder  Bipolar I Disorder', 'Side effects  may include  dizziness drowsiness and mental health changes', 'Fluoxetine  may require  Gradual dose reduction to prevent withdrawal', 'Fluoxetine  may cause  Nervousness  Uncontrollable shaking  Rapid heartbeat in overdose  Hallucinations in overdose  Fever in overdose  Fainting in overdose  Seizures in overdose  Coma in overdose  Confusion in overdose  Unresponsiveness in overdose  Unsteadiness in overdose  Nervousness in overdose  Uncontrollable shaking in overdose  Dizziness in overdose  Angle closure glaucoma  Suicidal thoughts  Weight loss in children  Decreased appetite  Sexual problems  Difficulty sleeping  Yawning  Unusual dreams  Stuffy nose  Swelling of face  Abnormal bleeding  Blisters  Diarrhea  Dizziness  Fainting  Fever  Hives  Nausea  Rash  Agitation  Difficulty breathing  Hallucinations  Heartburn  Itching  Joint pain  Anxiety  Drowsiness  Dry mouth  Weakness  Fast heartbeat  Withdrawal symptoms if stopped abruptly  Seizures', 'Patients with mental problems  have a greater risk of  Overusing fentanyl', 'Fluoxetine  is part of  Symbyax', 'Fluoxetine  comes as  Delayed release capsule  Tablet  Solution  Capsule', 'Fluoxetine  is also known as  Prozac  Prozac Weekly  Rapiflux  Sarafem  Selfemra']"
61,what does prednisone do to the body,Prednisone is in a class of medications called corticosteroids. It works to treat patients with low levels of corticosteroids by replacing steroids that are normally produced naturally by the body. It works to treat other conditions by reducing swelling and redness and by changing the way the immune system works.,"Prednisone is a corticosteroid that is used to treat low corticosteroid levels, arthritis, multiple sclerosis, lupus, cancer, and severe allergic reactions. It may decrease the body's ability to fight infection and increase the risk of Kaposi's sarcoma and osteoporosis. Prednisone can also cause a variety of side effects such as depression, acne, chills, sore throat, shortness of breath, numbness, insomnia, mood changes, and many others. It should be taken with food and has various brand names such as Rayos, Cortan, Deltasone, Orasone, Prednisone Intensol, Sterapred, and Sterapred DS.","['Prednisone  may decrease ability to fight  Infection', 'Prednisone  comes as  Delayed release tablet  Concentrated solution  Tablet  Solution', ""Prednisone  may increase risk of  Kaposi's sarcoma  Osteoporosis"", 'Prednisone  may cause  Depression  Acne  Chills  Sore throat  Shortness of breath  Numbness  Insomnia  Mood changes  Personality changes  Bulging eyes  Fragile skin  Red or purple blotches  Slow healing  Increased hair growth  Fat distribution changes  Weak muscles  Menstrual changes  Sexual desire changes  Vision problems  Muscle twitching  Weight gain  Side effects  Dizziness  Fever  Headache  Hives  Rash  Vomiting  Eye pain  Confusion  Heartburn  Itching  Irregular heartbeat  Tiredness  Sweating  Cough  Lightheadedness', 'Prednisone  should be taken with  Food', 'Prednisone  has brand name  Rayos  Cortan  Deltasone  Orasone  Prednisone Intensol  Sterapred  Sterapred DS', 'Prednisone  is in class  Corticosteroids', 'Prednisone  is used to treat  Low corticosteroid levels  Arthritis  Multiple sclerosis  Lupus  Cancer  Severe allergic reactions', 'Prednisone  ensures  Effectiveness with specific dosage', 'Prednisone  is used with antibiotics to treat  Pneumonia in AIDS patients']"
62,how does amxacillin clavulanic acid work,"The combination of amoxicillin and clavulanic acid is used to treat certain infections caused by bacteria, including infections of the ears, lungs, sinus, skin, and urinary tract. Amoxicillin is in a class of medications called penicillin-like antibiotics. It works by stopping the growth of bacteria. Clavulanic acid is in a class of medications called beta-lactamase inhibitors. It works by preventing bacteria from destroying amoxicillin.",Clavulanic Acid works by preventing bacteria from destroying amoxicillin. Amoxicillin works by stopping the growth of bacteria.,"['Clavulanic Acid  is in class  Beta lactamase inhibitors', 'Clavulanic Acid  works by  preventing bacteria from destroying amoxicillin', 'Amoxicillin  works by  stopping the growth of bacteria', 'Amoxicillin  is in class  Penicillin like antibiotics', 'Antibiotics  will not work for  Viral infections', 'Antibiotics  do not work for  Colds flu or other viral infections  Viral infections']"
63,what is the action of ezetimibe in my body,Ezetimibe is in a class of medications called cholesterol-lowering medications. It works by preventing the absorption of cholesterol in the intestine.,"Ezetimibe prevents the absorption of cholesterol in the intestine. It is used with fenofibrate to reduce fats in the blood and with statins to reduce LDL cholesterol. Ezetimibe helps prevent heart disease, angina, strokes, and heart attacks. It is prescribed for familial heterozygous hypercholesterolemia, homozygous familial hypercholesterolemia, and homozygous familial sitosterolemia.","['Ezetimibe  prevents  Absorption of cholesterol in the intestine', 'Ezetimibe  is used with  Fenofibrate to reduce fats in the blood  Statins to reduce LDL cholesterol', 'Ezetimibe  should be disposed of through  Medicine take back program', 'Ezetimibe  is available as  Zetia®', 'Ezetimibe  should be stored  At room temperature away from heat and moisture', 'Ezetimibe  helps prevent  Heart disease angina strokes and heart attacks', 'Ezetimibe  is available in combination products  Liptruzet® Lypqozet® Nexlizet® Vytorin®', 'Ezetimibe  is prescribed for  Familial heterozygous hypercholesterolemia  Homozygous familial hypercholesterolemia  Homozygous familial sitosterolemia']"
64,when is the best time of day to take propranolol,"The extended-release propranolol capsule (brand name: Inderal LA) usually is taken once a day. The extended-release capsule (Innopran XL, Inderal XL) is usually taken at bedtime and should consistently be taken either always with or always without food each time. Immediate-acting propranolol tablets or solution may be taken two, three, or four times a day. Take propranolol at around the same time(s) every day.",It is best to take Propranolol as prescribed by your doctor.,"['Propranolol  should not be taken by  Patients with slow or irregular heartbeat heart failure or asthma', 'Propranolol  may require monitoring if  Patient is unable to eat or drink normally or is vomiting', 'Propranolol  is used to improve survival after  Heart attack', 'Propranolol  should be informed to doctor if  Patient is pregnant planning to become pregnant or breastfeeding', 'Propranolol  may require  Caution in patients with allergic reactions  Discontinuation if severe side effects occur  Alternative treatments if not effective', 'Propranolol  should be informed to doctor or dentist if  Patient is having surgery', 'Propranolol  belongs to class  Beta blockers', 'Propranolol  comes as  Extended release capsule  Tablet  Solution', 'Propranolol  may worsen  Allergic reactions', 'Propranolol  works by slowing  Heart rate']"
65,how you use for paracetamol,Acetaminophen,"Paracetamol should be taken orally as directed by your healthcare provider or as indicated on the packaging. It is important to follow the recommended dosage and frequency of administration. If you experience any side effects, such as dizziness, drowsiness, or mental health changes, they should be reported to the FDA MedWatch Adverse Event Reporting program.","['Side effects  should be reported to  FDA MedWatch Adverse Event Reporting program', 'Side effects  can be reported to  FDA MedWatch Adverse Event Reporting program', 'Side effects  may include  dizziness drowsiness and mental health changes', 'Side effects  include  Burning  Dryness  Irritation  Stinging  Acne  Delayed weight gain  Peeling  Slowed growth  Uncontrollable shaking nervousness headache nausea vomiting cough throat irritation muscle pain  Rash', 'Side effects  may require  Discontinuation of Tocilizumab Injection  contacting doctor immediately  Discontinuation of Prednisone  Discontinuation of Trazodone  Discontinuation of Lithium  discontinuation of Memantine']"
